MS3_id	male_tpm	chokepoint	mus_leth	dmel_leth	cel_leth	hsa_lower_75_qtl	sp_cov	sman_cov	sjap_cov	opvi_cov	closi_cov	fahe_cov	cel_cov	dmel_cov	mus_cov	sp_simil	sman_simil	sjap_simil	opvi_simil	closi_simil	fahe_simil	cel_simil	dmel_simil	mus_simil	ChCmpdOne	ChCmpdMore	DBCmpdOne	DBCmpdMore	uniqIpro
MS3_09955	1	0	1	1	0	0	0.93018	0.891892	0.740991	0.988739	0.988739	0.65991	0.882883	0.894144	0.912162	51.8	84.8	5.5	61.5	68.7	39	44.7	49.8	50.8	1	0	1	0	0
MS3_09954	1	0	0	1	0	1	0.52127	0.958095	0.966349	0.691429	0.751746	0.28381	0.780317	0.531429	0.516825	20.1	63.8	56.1	28.2	43	18	22.9	18.6	20.6	0	0	0	0	0
MS3_09953	1	0	0	1	0	1	0.971429	1	1	0.985714	0.985714	NA	0.905714	0.894286	0.988571	38.5	62.2	60.3	48.4	49.1	NA	27.4	32.8	38.3	0	0	0	0	0
MS3_09952	1	1	0	1	0	0	0.98481	1	1	0.739241	1	0.946835	1	1	0.98481	91.4	100	99.2	69.9	64.2	55.8	88.4	92.4	91.4	0	0	1	0	0
MS3_09951	1	0	0	0	0	1	0.36476	0.99459	0.638331	0.936631	0.941267	0.258887	0.303709	0.358578	0.349304	18.2	66.7	34.2	28.7	44	15.7	15.5	17.2	18.5	0	0	0	0	0
MS3_09950	1	0	0	0	0	1	0.74359	1	1	NA	NA	0.903846	NA	0.730769	0.74359	39.3	69.7	29.6	NA	NA	48.8	NA	39.9	39.3	0	0	0	0	0
MS3_09949	1	1	1	1	0	1	0.934534	1	0.837971	0.97545	0.89689	0.559738	0.92144	0.924714	0.937807	38.9	76.8	76.8	67.7	76.1	43.2	49.9	51.8	43.8	1	1	1	0	0
MS3_09948	1	0	0	0	0	1	NA	0.457317	0.355183	0.841463	0.829268	0.432927	NA	NA	NA	NA	40.9	24.3	27.2	27.4	21.7	NA	NA	NA	0	0	0	0	0
MS3_09947	1	0	0	0	0	1	NA	1	NA	0.985075	1	0.955224	NA	NA	NA	NA	6.1	NA	4.1	4.6	43.5	NA	NA	NA	0	0	0	0	0
MS3_09946	1	0	1	1	0	1	0.809066	0.614011	0.98489	0.958791	0.946429	0.479396	0.355769	0.843407	0.809066	29.1	27	44	37	35.9	18.4	14.3	28.7	31.7	0	0	0	0	1
MS3_09945	1	0	1	1	1	0	0.882353	0.882353	0.960784	0.686275	0.970588	0.509804	0.882353	0.892157	0.882353	64.8	76.1	60.5	55.4	65.6	31.1	57	64.8	64.8	0	0	0	0	1
MS3_09944	1	0	0	0	0	1	0.864224	0.950431	0.829741	0.984914	0.741379	0.420259	NA	0.829741	0.859914	35.4	89.9	60.6	47.1	38.9	20.3	NA	32.8	35.1	0	0	0	0	1
MS3_09943	1	0	0	0	0	1	NA	0.979228	0.889219	0.92087	0.88724	0.556874	NA	NA	NA	NA	71.4	56.8	31.5	35.7	28.9	NA	NA	NA	0	0	0	0	1
MS3_09942	1	0	1	0	0	1	0.927419	0.983871	0.959677	0.975806	0.975806	0.975806	0.935484	0.935484	0.951613	34.1	55.9	72.7	44.1	45	61.5	32.7	36.6	34	0	0	0	0	0
MS3_09941	1	0	0	0	0	1	NA	0.913323	0.207063	0.645265	0.861958	0.704655	NA	NA	NA	NA	82.6	19.4	44.1	53.5	39.3	NA	NA	NA	0	0	0	0	0
MS3_09940	1	0	0	0	0	1	0.830898	1	0.983299	0.88309	0.745303	0.413361	NA	0.853862	0.814196	17.8	35.3	28.3	25.4	17	26	NA	16.4	17.6	0	0	0	0	0
MS3_09939	1	0	0	0	0	1	0.961145	0.93456	0.989775	0.973415	0.832311	0.981595	NA	0.97137	0.961145	42.1	80.5	91.6	63.6	60.5	63.5	NA	37.1	42.2	0	0	0	0	0
MS3_09938	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09937	1	0	0	0	0	1	0.473896	0.702811	0.995984	NA	0.285141	0.738956	NA	NA	0.46988	16.7	65.1	43.4	NA	17.4	15	NA	NA	15.3	0	0	0	0	0
MS3_09936	1	0	0	0	0	1	0.937853	0.99435	0.988701	0.99435	0.99435	0.762712	NA	NA	0.937853	12.7	28.6	21.8	25.7	15.6	19.1	NA	NA	12.7	0	0	0	0	1
MS3_09935	1	0	0	0	0	1	NA	1	NA	0.948276	NA	NA	NA	NA	NA	NA	40.8	NA	34.1	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09934	1	0	0	0	0	1	NA	1	0.891026	0.974359	0.980769	NA	NA	NA	NA	NA	43.9	37	8.7	33.1	NA	NA	NA	NA	0	0	0	0	0
MS3_09933	1	0	0	0	0	1	NA	0.60815	0.949843	0.959248	0.959248	0.442006	NA	NA	NA	NA	51.4	59.4	35.1	31.3	7.5	NA	NA	NA	0	0	0	0	0
MS3_09932	1	0	0	0	0	0	0.908323	0.99035	0.985525	0.981906	0.972256	0.389626	NA	0.799759	0.907117	48.7	92.2	89.2	58.8	59.3	27.6	NA	32.8	47.9	0	0	0	0	0
MS3_09931	1	0	0	0	0	1	NA	1	NA	0.896104	0.857143	0.792208	NA	0.805195	NA	NA	28.1	NA	11.7	16.7	14.5	NA	14.6	NA	0	0	0	0	0
MS3_09930	1	0	0	0	0	1	NA	1	NA	0.984615	0.984615	0.938462	NA	NA	NA	NA	21.4	NA	17.5	17.5	32.9	NA	NA	NA	0	0	0	0	0
MS3_09929	1	0	0	0	0	1	NA	1	0.972477	1	0.990826	0.981651	NA	NA	NA	NA	57.6	44.1	46.7	44.3	40.4	NA	NA	NA	0	0	0	0	0
MS3_09928	0	0	0	0	0	1	NA	1	1	0.905063	0.936709	0.955696	NA	NA	NA	NA	98.1	98.1	60	64.6	65.8	NA	NA	NA	0	0	0	0	0
MS3_09927	0	0	0	0	0	1	NA	1	NA	0.977273	1	NA	NA	NA	NA	NA	38.9	NA	2.7	6.5	NA	NA	NA	NA	0	0	0	0	0
MS3_09926	1	0	0	0	0	1	NA	1	1	0.905063	0.936709	0.955696	NA	NA	NA	NA	98.1	98.1	60	64.6	65.8	NA	NA	NA	0	0	0	0	0
MS3_09925	1	0	0	1	0	0	0.986517	0.952809	0.977528	0.885393	0.921348	0.586517	0.916854	0.986517	0.986517	63.5	89.5	86.2	27.2	24.7	36.4	62.1	44.6	63.3	0	0	0	0	0
MS3_09924	1	0	0	0	0	1	NA	0.2	0.17439	NA	NA	NA	NA	NA	NA	NA	15.4	12.6	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09923	1	1	0	0	0	1	0.698113	0.830189	0.849057	0.845283	0.539623	0.65283	NA	0.739623	0.769811	23.4	47.2	47.9	22.4	25.9	26.3	NA	26.5	27.1	0	0	0	0	0
MS3_09922	1	0	0	0	0	1	NA	0.878049	0.81258	0.844673	0.82285	0.500642	NA	NA	NA	NA	72.7	59	39.5	41.7	22	NA	NA	NA	0	0	0	0	1
MS3_09921	1	0	0	0	0	1	NA	0.36272	0.700252	0.86398	0.148615	0.246851	NA	NA	NA	NA	26.7	17.5	20.6	10.3	12.3	NA	NA	NA	0	0	0	0	1
MS3_09920	1	0	0	0	0	1	NA	0.936094	0.525653	0.876688	0.90009	0.39694	NA	NA	NA	NA	83.8	39.4	41.2	42.5	19.8	NA	NA	NA	0	0	0	0	1
MS3_09919	1	0	1	1	0	1	0.886167	0.989914	0.876081	0.93804	0.961095	0.273775	0.832853	0.842939	0.876081	35.4	79.3	67.4	29.8	34.5	20.3	35.3	35.7	34.8	0	0	0	0	0
MS3_09917	1	0	0	0	0	0	0.940741	0.967901	0.693827	0.990123	0.997531	1	0.91358	0.950617	0.940741	48.6	87.8	43.4	59.6	63.8	61.5	45.6	47.4	47	0	0	1	1	0
MS3_09916	1	0	0	0	0	1	NA	0.992188	0.949219	NA	NA	NA	NA	NA	NA	NA	53.9	29.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09915	1	0	1	1	1	0	0.99505	0.420792	0.628713	1	0.430693	0.633663	0.930693	0.990099	0.99505	71.8	41.1	55.4	85.1	39.1	49.3	56.6	74.8	72.3	0	0	1	1	0
MS3_09914	1	0	0	0	0	0	0.961102	0.811994	0.447326	0.980551	0.97731	0.732577	0.95624	0.961102	0.970827	46.8	71.3	30.9	55.9	50.7	42.2	46.1	45.1	46.3	0	0	1	0	0
MS3_09913	1	0	0	0	0	1	NA	0.978261	0.927536	0.826087	0.811594	0.927536	NA	NA	NA	NA	50.9	42.7	19	22.5	25.5	NA	NA	NA	0	0	0	0	0
MS3_09912	1	0	0	0	1	1	0.459357	0.637051	0.451796	0.775047	0.540643	0.372401	0.374291	0.540643	0.31758	18.8	51.9	33.9	14.8	27.8	25.8	8.2	22.9	7	0	0	0	0	0
MS3_09911	1	0	0	0	0	1	0.851964	0.97281	0.504532	0.882175	0.803625	NA	NA	NA	0.845921	34.4	61.5	32	37.2	29.2	NA	NA	NA	35.2	0	0	0	0	0
MS3_09910	1	0	0	0	0	0	1	0.75814	0.539535	1	0.897674	0.302326	1	1	1	56.2	27.2	39.1	62.3	54.7	19	55.9	55.2	56.2	0	0	0	0	0
MS3_09909	1	0	0	0	0	1	0.715066	0.992358	0.106987	0.83952	0.830786	0.817686	0.558952	0.905022	0.679039	22.9	56.6	5.8	20.9	43.2	41.1	20	20.5	21.5	0	0	0	0	0
MS3_09908	0	0	0	1	0	1	0.9	1	0.98125	0.975	0.975	0.90625	NA	0.9	0.88125	24.7	35.2	39.3	33.3	35.3	30.8	NA	24.7	28.6	0	0	0	0	0
MS3_09907	1	0	0	1	0	1	1	1	1	1	1	1	NA	1	1	42.3	44.9	52.2	47.3	50.3	49.5	NA	41.2	47.8	0	0	0	0	0
MS3_09906	1	1	1	1	0	0	0.93595	1	1	0.995868	0.995868	0.979339	0.896694	0.942149	0.942149	50.8	97.5	92.6	74.9	60.2	71.6	40.4	33.8	53.4	1	1	1	1	1
MS3_09905	1	0	0	0	0	1	0.782753	0.86733	0.804312	0.955224	0.955224	0.905473	0.794362	0.756219	0.570481	37.9	85.1	65.1	61.4	61	65	38.2	29	26.8	0	0	0	0	0
MS3_09904	1	0	0	0	0	1	NA	0.894366	NA	NA	NA	NA	NA	NA	NA	NA	72.1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09903	1	0	0	0	0	0	0.957831	0.998494	0.914157	0.552711	0.974398	0.501506	0.875	0.834337	0.957831	60.4	94	81.7	43.3	74.1	38.5	35.4	35.7	60.3	0	0	0	0	0
MS3_09902	1	0	0	0	0	1	NA	1	0.772455	0.820359	0.874251	0.892216	NA	NA	NA	NA	53	67.5	33.8	34.2	32.2	NA	NA	NA	0	0	0	0	1
MS3_09901	1	0	0	0	0	1	NA	1	1	0.990826	1	1	NA	NA	NA	NA	7.8	6.1	2.4	5.9	13.9	NA	NA	NA	0	0	0	0	0
MS3_09900	1	0	0	0	0	0	0.879536	0.997097	0.995646	0.982583	0.949202	0.36865	0.846154	0.889695	0.901306	46.4	87.4	82.6	65	64.5	27.9	46.1	49.3	49.2	0	0	0	0	0
MS3_09899	1	0	1	1	1	0	0.712919	1	0.971292	0.791866	0.91866	0.691388	0.717703	0.844498	0.722488	56.9	95	53.6	51.5	61.9	25.7	55.7	21.6	56.5	1	1	1	0	0
MS3_09898	1	0	0	0	0	1	NA	1	1	0.957143	1	0.857143	NA	NA	NA	NA	9.1	8.2	6.6	6.6	20	NA	NA	NA	0	0	0	0	0
MS3_09897	1	0	0	0	0	1	0.899371	1	1	1	0.993711	1	NA	NA	NA	46.2	96.9	24.2	63.2	62.4	65.1	NA	NA	NA	0	0	0	0	0
MS3_09896	1	0	0	0	0	1	NA	1	1	0.92562	1	0.983471	NA	NA	NA	NA	7.4	6.7	2.2	6.1	14.5	NA	NA	NA	0	0	0	0	0
MS3_09895	0	0	0	0	0	1	NA	1	0.99	NA	0.69	0.85	NA	NA	NA	NA	97	6.3	NA	8.7	53.9	NA	NA	NA	0	0	0	0	0
MS3_09894	1	0	0	1	0	1	0.62819	0.913123	0.571689	0.688335	0.744228	0.592953	0.515796	0.811057	0.62819	27.7	85.9	44.9	43.4	46.1	39.3	21.9	26.7	27.7	1	1	1	1	0
MS3_09893	1	0	0	1	0	1	0.640227	0.886686	0.774788	0.79745	0.648725	0.246459	0.604816	0.759207	0.672805	44.8	50.6	38.7	55.2	18.8	22.9	36.9	47.9	37.7	0	0	1	0	0
MS3_09892	1	0	0	0	0	1	NA	0.749288	NA	NA	NA	NA	NA	NA	NA	NA	43.8	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09891	1	0	0	0	0	1	NA	0.976852	0.967593	NA	NA	NA	NA	NA	NA	NA	63.6	67.1	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09890	1	0	0	0	0	1	0.8224	0.952	0.8464	0.7952	0.6816	0.3376	0.1744	0.7872	0.7968	38.2	35	67.2	47.2	43	23.4	4.1	36.3	35.8	0	0	0	0	1
MS3_09889	1	0	0	0	0	1	NA	0.813397	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09888	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	57.9	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09887	1	0	1	1	0	1	0.870748	0.972789	0.843537	0.92517	0.675737	0.473923	0.882086	0.843537	0.85941	35.9	67.1	46.9	40.7	40.1	28	35.7	32.6	35	1	0	0	0	0
MS3_09886	1	0	0	0	0	1	NA	0.709845	0.305699	0.725389	0.756477	0.766839	NA	NA	NA	NA	23.9	24.9	22.4	34.5	20.7	NA	NA	NA	0	0	0	0	0
MS3_09885	1	0	0	0	0	1	0.512367	0.6596	0.634865	0.660777	0.664311	0.628975	0.502945	NA	0.512367	28	59	48.9	38.9	40.7	39.2	27	NA	28	0	0	0	0	0
MS3_09884	1	1	0	1	0	0	0.907767	1	0.997573	0.970874	0.992718	0.677184	0.893204	0.919903	0.885922	49	74.4	75.3	31.7	61.2	49.9	43.8	49.7	48.2	1	0	1	0	0
MS3_09883	1	0	1	0	0	1	0.736934	1	0.38676	0.925087	0.928571	0.926829	NA	NA	0.738676	5.7	19.7	31.5	7.1	13.3	29.5	NA	NA	6.1	0	0	0	0	0
MS3_09882	1	0	0	0	0	1	NA	0.855191	0.740437	0.934426	0.825137	0.964481	NA	NA	NA	NA	10.9	62.9	4.7	7.2	19.7	NA	NA	NA	0	0	0	0	0
MS3_09881	1	0	0	0	0	0	0.901042	1	NA	NA	NA	0.921875	NA	NA	0.953125	50	95.4	NA	NA	NA	67.7	NA	NA	49.8	0	0	0	0	0
MS3_09880	1	0	0	1	0	1	0.256925	0.924546	0.191977	0.735435	0.762178	0.775549	0.2617	0.418338	0.256925	13.4	85.2	16.9	38.4	38.3	40.5	15.3	22.9	13.4	0	0	0	0	0
MS3_09879	1	0	0	1	0	0	1	0.965909	0.494318	1	0.494318	0.494318	0.988636	1	1	47.5	61	25.4	37.2	30.8	28.2	42.7	47.5	47.5	1	1	1	0	0
MS3_09878	1	0	0	1	0	1	0.967033	1	1	1	0.989011	0.703297	1	1	0.978022	24.9	29.2	42.4	20.3	48.1	27.9	20.9	22.7	22.4	0	0	0	0	0
MS3_09877	0	0	0	0	0	1	0.621849	1	0.957983	0.840336	0.840336	1	0.798319	0.857143	0.621849	7	14.3	11.5	58.8	9.1	22.8	9.3	6.6	7	0	0	0	0	0
MS3_09876	1	0	0	0	0	1	0.52439	0.62439	0.468293	0.492683	0.668293	0.202439	NA	NA	NA	20.3	38.7	30	18.4	23.3	9.7	NA	NA	NA	0	0	0	0	0
MS3_09875	1	0	0	0	0	1	0.876206	1	0.975884	0.192926	0.720257	0.517685	0.898714	0.829582	0.876206	38.3	74.3	58.8	16.4	50.8	37.3	39.3	38.3	38.6	0	0	0	0	0
MS3_09874	1	0	0	0	0	1	NA	0.922535	0.598592	0.626761	NA	NA	NA	NA	NA	NA	45.5	33.5	27.4	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09873	1	0	0	1	0	1	0.664557	1	0.939873	0.924051	0.924051	0.952532	0.762658	0.686709	0.661392	22.2	37.1	44.1	31.4	36.7	46	20.2	20.9	22.8	0	0	1	0	1
MS3_09872	1	0	0	1	0	1	0.648402	1	0.974886	0.931507	0.926941	0.420091	0.559361	0.648402	0.648402	39.3	96.1	79.2	56.6	57.6	25.4	36	38	39.3	0	0	0	0	0
MS3_09871	1	0	0	0	0	1	NA	0.882554	0.803877	0.858609	0.721779	0.588369	NA	NA	NA	NA	59.7	49	31.3	30.3	28.1	NA	NA	NA	0	0	0	0	0
MS3_09870	1	0	0	0	0	1	NA	0.993852	0.652664	NA	0.818648	NA	NA	NA	NA	NA	56.6	52.3	NA	26.2	NA	NA	NA	NA	0	0	0	0	0
MS3_09868	1	0	0	0	0	1	0.980392	1	0.990196	1	1	1	1	NA	0.882353	26.2	34.8	19.8	31.5	47.3	26.4	15.7	NA	20.2	0	0	0	0	0
MS3_09867	1	0	0	0	0	1	0.746303	0.981797	0.607509	0.895336	0.953356	0.459613	0.772469	0.779295	0.730375	23.1	45.5	47.9	25.1	44.9	27.8	4.8	17	23.1	0	0	0	0	0
MS3_09866	1	1	0	0	0	1	NA	0.586441	0.979661	0.874576	0.911864	0.338983	NA	NA	NA	NA	52.2	77.7	53.6	31.8	21.2	NA	NA	NA	0	0	0	0	1
MS3_09865	0	0	0	1	1	1	0.908714	0.369295	0.825726	0.904564	0.900415	0.709544	0.879668	0.900415	0.908714	33.6	35.7	31	31.2	30.8	59.1	29.8	32.2	33.6	0	0	0	0	0
MS3_09864	1	0	0	1	1	1	0.863747	0.43309	0.956204	0.978102	0.953771	0.416058	0.861314	0.914842	0.863747	45.7	31.3	64.3	56.1	55.1	35	42.1	47.8	45.3	0	0	0	0	0
MS3_09863	1	0	1	1	0	1	0.859375	0.96875	0.742188	0.878906	0.890625	0.558594	0.816406	0.898438	0.859375	32.8	58.3	38.4	41.9	36	32.8	30.7	21	31.6	0	0	1	0	0
MS3_09862	1	0	0	0	0	1	0.966667	1	1	0.983333	0.833333	0.955556	0.961111	0.938889	0.966667	29	45.2	39.4	38.1	33.9	38.5	28.9	27.1	29	0	0	0	0	0
MS3_09861	1	0	0	1	0	1	0.748333	1	0.86	0.936667	0.936667	0.945	NA	0.498333	0.748333	44.3	94.8	73.3	41.6	58.5	54.7	NA	19.3	44.3	0	0	0	0	0
MS3_09860	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09859	1	1	0	1	0	1	0.412903	0.507834	0.406452	0.523502	0.471889	0.473733	0.428571	0.386175	0.412903	31.5	28.7	36.3	44	42.3	41.8	28.9	31.4	31.5	0	0	0	0	0
MS3_09858	1	1	0	1	0	1	0.708696	0.847826	0.986957	0.956522	0.965217	0.673913	0.826087	0.73913	0.882609	16.5	33.6	47.9	16.9	23.9	40.2	14	14.5	20.2	0	0	0	0	0
MS3_09857	1	0	0	0	0	1	NA	1	0.38342	0.865285	0.880829	0.370466	NA	NA	NA	NA	36.3	34.1	26.9	43.6	26.1	NA	NA	NA	0	0	0	0	0
MS3_09856	1	0	1	1	0	1	0.72619	0.751984	0.352183	0.938988	0.93254	0.379464	0.649802	0.566468	0.769841	21.7	42.5	20.7	29.5	28.7	15.2	22.4	19.6	24	0	0	0	0	0
MS3_09855	0	0	1	0	0	1	0.888268	0.932961	1	0.743017	0.960894	0.98324	NA	NA	0.888268	3	3.2	12	2.1	2.4	45.6	NA	NA	3.1	0	0	0	0	0
MS3_09854	1	0	0	0	0	1	NA	0.936667	0.94	NA	NA	NA	NA	NA	NA	NA	17.9	35.4	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09853	1	0	0	1	1	1	0.77533	0.977974	0.801762	0.885463	0.854626	0.863436	0.863436	0.740088	0.762115	9.6	17.1	45.8	9	6.3	9.6	3.8	1.7	6.6	0	0	0	0	0
MS3_09852	1	0	0	0	0	1	NA	0.353033	0.474339	0.782271	0.863142	0.539658	NA	NA	NA	NA	22.3	36.5	26.3	27.4	25.2	NA	NA	NA	0	0	0	0	0
MS3_09851	1	0	0	0	0	1	NA	1	0.916667	0.89881	0.86756	0.934524	NA	NA	NA	NA	89.9	71	50.3	49.9	48.4	NA	NA	NA	0	0	0	0	0
MS3_09850	1	0	0	0	0	1	NA	NA	0.967846	NA	NA	NA	NA	NA	NA	NA	NA	59.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09849	1	0	0	0	0	1	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	30.2	20.3	22.6	25.5	NA	NA	NA	0	0	0	0	0
MS3_09848	1	0	0	0	0	1	NA	NA	0.882353	0.843137	1	0.892157	NA	NA	NA	NA	NA	74.8	43.8	67.8	57.9	NA	NA	NA	0	0	0	0	0
MS3_09847	1	1	1	0	0	1	0.820571	0.472973	0.901652	0.887387	0.88964	0.458709	0.835586	0.842342	0.713964	41.1	45.2	76.5	65.5	65.6	34.3	45.9	35.3	38.5	0	0	1	0	0
MS3_09846	1	0	0	1	0	1	0.294455	0.959847	0.891013	0.778203	0.791587	0.311663	0.284895	0.284895	0.284895	28.3	89.1	58.1	45.7	46.5	26.3	16.8	16.8	16.6	0	0	0	0	0
MS3_09845	1	0	0	0	0	1	0.39759	0.66747	0.462651	0.636145	0.650602	0.313253	NA	NA	0.346988	22.6	60.5	36.5	41.5	42.8	19.5	NA	NA	20.6	0	0	0	0	0
MS3_09843	0	0	0	0	0	1	NA	1	0.969231	NA	NA	NA	NA	NA	NA	NA	88.2	36.2	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09842	1	0	0	0	1	1	0.967532	0.987013	0.850649	0.922078	0.987013	0.467532	0.987013	0.922078	0.967532	17.4	21.7	23.1	17.4	13	18.6	16.5	16	17.4	0	0	0	0	0
MS3_09841	1	0	0	1	1	1	NA	0.904348	0.936232	0.895652	0.730435	NA	0.797101	0.93913	NA	NA	71.8	59.4	37.4	17.6	NA	32.3	23.7	NA	0	0	0	0	1
MS3_09840	0	0	0	0	0	1	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	81.3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09839	1	0	0	1	1	1	0.821429	0.99424	0.773041	0.912442	0.900922	0.339862	0.81682	0.798387	0.8053	26.2	47.8	34.3	29.2	31.1	23.2	32.2	25.7	26.4	1	0	1	0	0
MS3_09838	1	0	1	0	0	0	0.991667	0.891667	0.886111	0.963889	0.697222	0.722222	0.913889	0.908333	0.991667	30.8	33.1	24.6	32.9	52.8	36.1	38.7	26.1	31.4	1	1	1	0	0
MS3_09837	1	0	0	0	0	1	0.963636	0.690909	0.645455	1	NA	NA	NA	0.8	0.963636	10.1	30.5	59.1	8	NA	NA	NA	7.7	10.1	0	0	0	0	0
MS3_09836	1	1	0	1	0	1	0.793103	0.944828	0.641379	0.982759	0.77931	0.981034	NA	0.793103	0.774138	34.3	53.8	57.9	51.3	63.6	80.9	NA	34.3	32.4	0	0	0	0	0
MS3_09835	1	0	0	0	0	1	NA	0.744731	0.697892	0.803279	0.789227	NA	NA	NA	NA	NA	44.2	43.1	22.5	24.6	NA	NA	NA	NA	0	0	0	0	0
MS3_09834	0	0	0	0	0	1	NA	1	1	0.992	1	1	NA	NA	NA	NA	8.6	9.6	2.6	6.9	15	NA	NA	NA	0	0	0	0	0
MS3_09833	1	0	0	1	0	1	0.774	0.796	0.558	0.852	0.95	0.366	NA	0.722	0.774	38.3	75.4	49.7	41.9	57.1	22.9	NA	23.2	38.3	0	0	0	0	0
MS3_09832	1	0	1	0	0	1	0.997717	1	0.281963	1	0.872717	0.671233	0.944064	0.998288	0.997717	31.1	39.9	27.7	35	30.6	49.9	18.8	28.3	31.1	0	0	0	0	0
MS3_09831	1	0	0	0	0	1	0.942408	0.727749	0.984293	NA	NA	NA	NA	NA	0.931937	7.3	61.3	79.1	NA	NA	NA	NA	NA	7.1	0	0	0	0	0
MS3_09830	1	0	0	0	0	1	NA	1	NA	0.970588	0.980392	NA	NA	NA	NA	NA	67.6	NA	2.8	15.6	NA	NA	NA	NA	0	0	0	0	0
MS3_09829	1	1	0	0	0	0	0.983923	1	0.729904	1	1	0.440514	0.977492	0.971061	0.983923	59.3	96	69.6	86.2	86.5	34.5	47.9	62.6	59.3	0	0	0	0	0
MS3_09828	1	1	0	1	0	0	0.994186	1	0.994186	0.813953	0.953488	0.976744	0.94186	0.965116	0.994186	54.1	84	68.5	25.7	22.9	56.4	49.3	48.8	54.6	1	1	0	0	1
MS3_09827	1	0	1	1	1	1	0.985294	1	1	1	1	NA	0.985294	0.985294	0.970588	26.2	36.2	35.9	29.8	43.4	NA	20.5	26.2	24.3	0	0	0	0	0
MS3_09826	1	0	0	0	0	1	0.739437	0.816901	0.802817	0.809859	0.809859	NA	NA	0.78169	0.739437	38.3	59.5	55.1	42.7	54.7	NA	NA	36.1	36.6	0	0	0	0	1
MS3_09825	1	0	1	1	0	1	0.926316	1	1	0.978947	0.936842	NA	NA	1	0.926316	11.8	30.7	34.5	13.7	25.4	NA	NA	6.7	11.8	0	0	0	0	0
MS3_09824	1	0	0	0	0	1	0.817797	0.805085	0.792373	0.872881	0.847458	NA	NA	0.737288	0.817797	38.4	58.3	38.2	44.3	33.5	NA	NA	31.5	38.4	0	0	0	0	0
MS3_09823	1	0	1	1	0	1	0.80597	0.820896	0.880597	1	0.731343	1	0.701493	0.80597	0.880597	28.3	44.2	46.3	17.2	43.4	43.8	27.1	16	30.2	0	0	0	0	0
MS3_09822	1	0	0	0	0	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	89.6	59.4	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09821	1	0	0	0	0	1	NA	1	0.942029	NA	NA	NA	NA	NA	NA	NA	66	29.4	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09820	1	0	0	0	0	1	NA	0.926966	NA	NA	NA	NA	NA	NA	NA	NA	46.1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09819	1	0	0	0	0	1	NA	1	0.890547	NA	NA	NA	NA	NA	NA	NA	9.3	9.8	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09818	1	0	0	0	0	1	NA	0.378238	0.836788	0.546632	0.5	0.375648	NA	NA	NA	NA	28.8	28.4	27.1	20.5	22.1	NA	NA	NA	0	0	0	0	0
MS3_09817	1	0	0	0	0	1	NA	1	NA	NA	0.486607	0.84375	NA	NA	NA	NA	20.2	NA	NA	24.4	44.5	NA	NA	NA	0	0	0	0	0
MS3_09816	1	0	0	1	0	1	0.472254	0.790487	0.878822	0.601359	0.887882	0.81427	0.622877	0.825595	0.472254	24.6	71.4	67.2	38.3	45.7	49.2	32.3	35.7	24.6	1	1	1	0	0
MS3_09815	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	19.1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_09814	1	0	0	1	1	0	0.976415	1	1	1	1	0.933962	0.971698	0.966981	0.976415	39.2	91.4	61	45.9	45.9	9.1	39	39.6	38.9	0	0	1	0	0
MS3_09813	1	0	0	1	0	1	0.913295	1	NA	0.936416	0.965318	0.566474	0.913295	0.942197	0.786127	22.9	66.1	NA	34.6	47	38.4	22.9	22.5	19.5	0	0	0	0	1
